UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Failure,Failure_Probability,Risk Score,Decision,Expected Cost,Savings
1125,M15984,M,296.7,307.8,1258,69.0,105,1,0,0,1,0,0,1,0.3075067478019365,30.75067478019365,NO ACTION,1537.5337390096824,0
1126,M15985,M,296.7,307.8,1375,51.4,108,0,0,0,0,0,0,0,0.01382706806470942,1.382706806470942,NO ACTION,69.1353403235471,0
1127,L48306,L,296.8,307.9,1706,30.8,111,0,0,0,0,0,0,0,0.002205361882998526,0.2205361882998526,NO ACTION,11.02680941499263,0
1128,M15987,M,296.7,307.8,1672,32.4,113,0,0,0,0,0,0,0,0.0024037005725196132,0.2403700572519613,NO ACTION,12.018502862598066,0
1129,M15988,M,296.8,307.9,1843,25.2,116,0,0,0,0,0,0,0,0.002415694813120451,0.24156948131204511,NO ACTION,12.078474065602256,0
1130,L48309,L,296.7,307.9,1690,29.6,119,0,0,0,0,0,0,0,0.0013548310070350227,0.13548310070350228,NO ACTION,6.774155035175113,0
1131,L48310,L,296.8,307.9,1413,46.5,121,0,0,0,0,0,0,0,0.00659042756216734,0.659042756216734,NO ACTION,32.952137810836696,0
1132,L48311,L,296.8,307.9,1489,33.4,123,0,0,0,0,0,0,0,0.0004450464336479004,0.04450464336479004,NO ACTION,2.225232168239502,0
1133,L48312,L,296.8,307.9,1271,61.4,125,0,0,0,0,0,0,0,0.07630824389557948,7.630824389557948,NO ACTION,381.5412194778974,0
1134,M15993,M,296.8,307.9,1418,47.9,127,0,0,0,0,0,0,0,0.011038091191976074,1.1038091191976074,NO ACTION,55.19045595988037,0
1135,M15994,M,296.9,307.8,1426,50.7,130,0,0,0,0,0,0,0,0.031555993673641924,3.1555993673641924,NO ACTION,157.7799683682096,0
1136,L48315,L,296.9,307.9,1535,39.2,133,0,0,0,0,0,0,0,0.0045529711998833974,0.45529711998833977,NO ACTION,22.764855999416987,0
1137,L48316,L,296.9,307.8,1557,38.1,135,0,0,0,0,0,0,0,0.004861423968148163,0.48614239681481636,NO ACTION,24.307119840740818,0
1138,L48317,L,296.9,307.8,1653,29.7,137,0,0,0,0,0,0,0,0.001493088848095232,0.1493088848095232,NO ACTION,7.46544424047616,0
1139,L48318,L,296.9,307.9,1435,41.6,139,0,0,0,0,0,0,0,0.0030491767826480625,0.30491767826480626,NO ACTION,15.245883913240313,0
1140,M15999,M,297.0,307.9,1569,33.3,141,0,0,0,0,0,0,0,0.001608028881457808,0.1608028881457808,NO ACTION,8.04014440728904,0
1141,M16000,M,296.9,307.9,1385,44.8,144,0,0,0,0,0,0,0,0.004425466561771372,0.4425466561771372,NO ACTION,22.12733280885686,0
1142,L48321,L,297.0,307.9,1635,31.6,147,0,0,0,0,0,0,0,0.002314981951485951,0.2314981951485951,NO ACTION,11.574909757429754,0
1143,L48322,L,296.9,307.9,1423,43.9,149,0,0,0,0,0,0,0,0.00568773020885074,0.568773020885074,NO ACTION,28.4386510442537,0
1144,L48323,L,297.0,307.9,1479,39.2,151,0,0,0,0,0,0,0,0.0033131195912332475,0.33131195912332473,NO ACTION,16.565597956166236,0
1145,L48324,L,297.0,307.9,1296,69.1,153,1,0,0,1,0,0,1,0.6075510311379665,60.75510311379665,SCHEDULE MAINTENANCE,3037.7551556898325,0
1146,L48325,L,297.0,307.8,1553,33.3,155,0,0,0,0,0,0,0,0.0017639259252289255,0.17639259252289255,NO ACTION,8.819629626144629,0
1147,L48326,L,297.0,307.9,1529,42.2,157,0,0,0,0,0,0,0,0.014282328955791672,1.4282328955791672,NO ACTION,71.41164477895836,0
1148,M16007,M,297.1,308.0,1690,25.6,159,0,0,0,0,0,0,0,0.0009716524636150371,0.09716524636150371,NO ACTION,4.858262318075186,0
1149,L48328,L,297.1,308.0,1348,58.0,162,0,0,0,0,0,0,0,0.12949001359875478,12.949001359875478,NO ACTION,647.4500679937739,0
1150,L48329,L,297.2,308.1,1446,38.5,164,0,0,0,0,0,0,0,0.002192502023309991,0.2192502023309991,NO ACTION,10.962510116549954,0
1151,L48330,L,297.1,307.9,1456,50.0,166,0,0,0,0,0,0,0,0.06146019073063429,6.146019073063429,NO ACTION,307.30095365317146,0
1152,L48331,L,297.0,307.9,1350,47.7,168,0,0,0,0,0,0,0,0.009747823630747951,0.9747823630747952,NO ACTION,48.73911815373976,0
1153,L48332,L,297.1,307.9,1507,38.3,170,0,0,0,0,0,0,0,0.00495781487138109,0.495781487138109,NO ACTION,24.789074356905452,0
1154,H30567,H,297.0,307.9,1448,45.6,172,0,0,0,0,0,0,0,0.017513223859265594,1.7513223859265594,NO ACTION,87.56611929632797,0
1155,L48334,L,296.9,307.9,1626,29.9,177,0,0,0,0,0,0,0,0.0017942105668457176,0.17942105668457176,NO ACTION,8.971052834228589,0
1156,H30569,H,297.0,307.9,1846,27.3,179,0,0,0,0,0,0,0,0.01190946128122435,1.1909461281224352,NO ACTION,59.547306406121756,0
1157,H30570,H,297.0,307.8,1404,40.7,184,0,0,0,0,0,0,0,0.0035958081810053607,0.35958081810053605,NO ACTION,17.979040905026803,0
1158,L48337,L,297.0,307.8,1583,37.2,189,0,0,0,0,0,0,0,0.01122726843905744,1.122726843905744,NO ACTION,56.1363421952872,0
1159,L48338,L,297.0,307.9,1436,47.7,191,0,0,0,0,0,0,0,0.03431548765582096,3.4315487655820958,NO ACTION,171.5774382791048,0
1160,L48339,L,297.0,307.8,1609,35.6,193,0,0,0,0,0,0,0,0.010272556722033243,1.0272556722033244,NO ACTION,51.36278361016621,0
1161,H30574,H,297.0,307.7,1834,23.8,195,0,0,0,0,0,0,0,0.005919546594782186,0.5919546594782186,NO ACTION,29.59773297391093,0
1162,L48341,L,297.0,307.8,1316,61.2,200,1,0,0,0,1,0,1,0.3116959285600006,31.16959285600006,NO ACTION,1558.4796428000031,0
1163,L48342,L,296.9,307.8,1400,57.1,202,1,0,0,0,1,0,1,0.2659961801338136,26.59961801338136,NO ACTION,1329.980900669068,0
1164,L48343,L,296.9,307.9,1367,47.1,204,0,0,0,0,0,0,0,0.014789156868155599,1.47891568681556,NO ACTION,73.94578434077799,0
1165,L48344,L,297.1,308.1,1754,30.3,206,0,0,0,0,0,0,0,0.01228284339364748,1.228284339364748,NO ACTION,61.414216968237405,0
1166,L48345,L,297.1,308.1,1487,34.6,208,0,0,0,0,0,0,0,0.0019756733976331524,0.19756733976331523,NO ACTION,9.878366988165762,0
1167,M16026,M,297.1,308.1,1506,37.7,210,0,0,0,0,0,0,0,0.005873718762442282,0.5873718762442282,NO ACTION,29.36859381221141,0
1168,L48347,L,297.0,308.1,1362,52.5,213,1,0,0,0,1,0,1,0.05981663913250645,5.981663913250645,NO ACTION,299.08319566253226,0
1169,L48348,L,297.1,308.1,1584,36.8,215,0,0,0,0,0,0,0,0.011853920272553593,1.1853920272553593,NO ACTION,59.269601362767965,0
1170,L48349,L,297.0,308.1,1355,43.7,217,0,0,0,0,0,0,0,0.005506919644027233,0.5506919644027233,NO ACTION,27.534598220136168,0
1171,M16030,M,297.1,308.1,1823,24.3,219,0,0,0,0,0,0,0,0.006210125474070263,0.6210125474070263,NO ACTION,31.050627370351314,0
1172,H30585,H,297.0,308.1,1517,41.4,222,0,0,0,0,0,0,0,0.019559728760409227,1.9559728760409227,NO ACTION,97.79864380204613,0
1173,L48352,L,297.1,308.1,1446,36.6,227,0,0,0,0,0,0,0,0.002751059374320817,0.2751059374320817,NO ACTION,13.755296871604086,0
1174,H30587,H,297.1,308.0,1559,38.8,229,0,0,0,0,0,0,0,0.020146742762311102,2.0146742762311103,NO ACTION,100.7337138115555,0
1175,M16034,M,297.1,308.1,1352,44.4,0,0,0,0,0,0,0,0,0.000402349530066205,0.0402349530066205,NO ACTION,2.0117476503310248,0
1176,M16035,M,297.2,308.3,1578,37.8,3,0,0,0,0,0,0,0,0.0008148695241247063,0.08148695241247063,NO ACTION,4.074347620623532,0
1177,M16036,M,297.2,308.3,1429,42.0,6,0,0,0,0,0,0,0,0.0004910896874265253,0.04910896874265253,NO ACTION,2.4554484371326266,0
1178,M16037,M,297.2,308.3,1604,39.4,9,0,0,0,0,0,0,0,0.0018381168596565442,0.18381168596565442,NO ACTION,9.19058429828272,0
1179,L48358,L,297.3,308.5,1398,60.4,12,0,0,0,0,0,0,0,0.05004547384550398,5.004547384550398,NO ACTION,250.2273692275199,0
1180,L48359,L,297.3,308.4,1441,43.4,14,0,0,0,0,0,0,0,0.0009105356603722106,0.09105356603722106,NO ACTION,4.552678301861053,0
1181,H30594,H,297.3,308.4,1531,35.6,16,0,0,0,0,0,0,0,0.0003070437618381465,0.03070437618381465,NO ACTION,1.5352188091907326,0
1182,L48361,L,297.2,308.3,1379,52.1,21,0,0,0,0,0,0,0,0.005380628450913611,0.5380628450913612,NO ACTION,26.903142254568056,0
1183,L48362,L,297.3,308.3,1410,48.1,23,0,0,0,0,0,0,0,0.0028564690287949763,0.2856469028794976,NO ACTION,14.282345143974881,0
1184,L48363,L,297.3,308.4,1513,40.5,25,0,0,0,0,0,0,0,0.001079292411860639,0.10792924118606391,NO ACTION,5.396462059303195,0
1185,L48364,L,297.3,308.5,1497,47.5,27,0,0,0,0,0,0,0,0.0057296458105180175,0.5729645810518017,NO ACTION,28.648229052590086,0
1186,L48365,L,297.3,308.4,1491,46.5,29,0,0,0,0,0,0,0,0.004576388942988493,0.45763889429884924,NO ACTION,22.881944714942463,0
1187,L48366,L,297.3,308.4,1417,47.8,31,0,0,0,0,0,0,0,0.002892270690445357,0.2892270690445357,NO ACTION,14.461353452226785,0
1188,M16047,M,297.4,308.6,1522,38.0,33,0,0,0,0,0,0,0,0.0006064751977772677,0.060647519777726776,NO ACTION,3.0323759888863386,0
1189,L48368,L,297.3,308.4,1339,52.1,36,0,0,0,0,0,0,0,0.004125910956235898,0.41259109562358975,NO ACTION,20.62955478117949,0
1190,M16049,M,297.2,308.3,1794,27.5,38,0,0,0,0,0,0,0,0.0008986809049745179,0.08986809049745179,NO ACTION,4.493404524872589,0
1191,L48370,L,297.2,308.4,1460,42.1,41,0,0,0,0,0,0,0,0.0010409936244690646,0.10409936244690646,NO ACTION,5.204968122345323,0
1192,M16051,M,297.2,308.3,1776,28.0,43,0,0,0,0,0,0,0,0.0008968062448869485,0.08968062448869485,NO ACTION,4.484031224434743,0
1193,M16052,M,297.2,308.3,1431,43.7,46,0,0,0,0,0,0,0,0.0013561563658515182,0.13561563658515183,NO ACTION,6.780781829257591,0
1194,L48373,L,297.1,308.2,1347,50.8,49,0,0,0,0,0,0,0,0.003821612685133882,0.3821612685133882,NO ACTION,19.10806342566941,0
1195,M16054,M,297.0,308.1,1507,43.1,51,0,0,0,0,0,0,0,0.0029679920599154984,0.29679920599154985,NO ACTION,14.839960299577491,0
1196,M16055,M,297.0,308.0,1408,47.9,54,0,0,0,0,0,0,0,0.004076147680519234,0.4076147680519234,NO ACTION,20.380738402596172,0
1197,M16056,M,297.0,307.9,1493,34.7,57,0,0,0,0,0,0,0,0.00032836915067478153,0.032836915067478156,NO ACTION,1.6418457533739077,0
1198,M16057,M,296.9,307.9,1441,47.6,60,0,0,0,0,0,0,0,0.0059585916414204914,0.5958591641420491,NO ACTION,29.79295820710246,0
1199,H30612,H,296.9,307.9,1557,36.5,63,0,0,0,0,0,0,0,0.0011120939104246157,0.11120939104246157,NO ACTION,5.560469552123078,0
1200,M16059,M,296.9,307.9,1979,20.4,68,0,0,0,0,0,0,0,0.0017596396021613784,0.17596396021613783,NO ACTION,8.798198010806892,0
1201,M16060,M,296.9,308.0,1430,55.9,71,0,0,0,0,0,0,0,0.051632643918281484,5.1632643918281484,NO ACTION,258.1632195914074,0
1202,L48381,L,296.9,308.0,1658,41.0,74,0,0,0,0,0,0,0,0.01261948033615413,1.261948033615413,NO ACTION,63.097401680770645,0
1203,M16062,M,297.0,308.1,1355,51.4,76,0,0,0,0,0,0,0,0.007083687081393096,0.7083687081393096,NO ACTION,35.41843540696548,0
1204,H30617,H,297.0,308.1,1410,47.6,79,0,0,0,0,0,0,0,0.004874422732708531,0.4874422732708531,NO ACTION,24.372113663542653,0
1205,L48384,L,296.9,308.0,1521,34.5,84,0,0,0,0,0,0,0,0.000513829725140537,0.051382972514053694,NO ACTION,2.569148625702685,0
1206,L48385,L,296.8,308.0,1371,54.5,86,0,0,0,0,0,0,0,0.020807267537287424,2.0807267537287424,NO ACTION,104.03633768643712,0
1207,H30620,H,296.9,308.0,1318,53.5,88,0,0,0,0,0,0,0,0.00974029440985298,0.974029440985298,NO ACTION,48.7014720492649,0
1208,M16067,M,297.0,308.1,1573,34.9,93,0,0,0,0,0,0,0,0.0011573619840263717,0.11573619840263716,NO ACTION,5.786809920131859,0
1209,L48388,L,297.0,308.1,1489,44.1,96,0,0,0,0,0,0,0,0.005740955731578707,0.5740955731578707,NO ACTION,28.704778657893534,0
1210,H30623,H,297.0,308.1,2540,13.3,98,0,0,0,0,0,0,0,0.1684116106506629,16.84116106506629,NO ACTION,842.0580532533145,0
1211,L48390,L,297.0,308.1,1537,39.0,103,0,0,0,0,0,0,0,0.002693776221679373,0.2693776221679373,NO ACTION,13.468881108396864,0
1212,H30625,H,296.9,308.0,1416,46.9,105,0,0,0,0,0,0,0,0.0061135162152070495,0.611351621520705,NO ACTION,30.567581076035246,0
1213,L48392,L,296.9,307.9,1359,56.5,110,0,0,0,0,0,0,0,0.049706477634771117,4.970647763477111,NO ACTION,248.5323881738556,0
1214,M16073,M,296.8,307.8,1551,38.9,112,0,0,0,0,0,0,0,0.00385064509614782,0.385064509614782,NO ACTION,19.2532254807391,0
1215,M16074,M,296.8,307.8,1694,33.0,115,0,0,0,0,0,0,0,0.004051410827975446,0.4051410827975446,NO ACTION,20.25705413987723,0
1216,L48395,L,296.8,307.9,1709,28.4,118,0,0,0,0,0,0,0,0.0012967169001902072,0.1296716900190207,NO ACTION,6.483584500951036,0
1217,L48396,L,296.9,308.0,1514,41.0,120,0,0,0,0,0,0,0,0.004519317722607665,0.4519317722607665,NO ACTION,22.596588613038325,0
1218,L48397,L,297.0,308.1,1455,43.5,122,0,0,0,0,0,0,0,0.0046614489510861945,0.46614489510861945,NO ACTION,23.307244755430972,0
1219,M16078,M,297.0,308.2,1702,30.7,124,0,0,0,0,0,0,0,0.0021851212153414525,0.21851212153414526,NO ACTION,10.925606076707263,0
1220,M16079,M,296.9,308.1,1357,41.8,127,0,0,0,0,0,0,0,0.0009450170436630413,0.09450170436630413,NO ACTION,4.725085218315207,0
1221,L48400,L,297.0,308.2,1577,29.4,130,0,0,0,0,0,0,0,0.00039887976669394204,0.039887976669394205,NO ACTION,1.9943988334697103,0
1222,M16081,M,297.0,308.3,1399,46.4,132,0,0,0,0,0,1,0,0.005191001320055965,0.5191001320055965,NO ACTION,25.955006600279827,0
1223,L48402,L,297.0,308.3,1399,59.0,135,0,0,0,0,0,0,0,0.14690143497429914,14.690143497429913,NO ACTION,734.5071748714957,0
1224,L48403,L,297.0,308.3,1492,48.1,137,0,0,0,0,0,0,0,0.025011739676484228,2.501173967648423,NO ACTION,125.05869838242114,0
1225,L48404,L,297.1,308.3,1763,25.7,139,0,0,0,0,0,0,0,0.0013435680684886649,0.1343568068488665,NO ACTION,6.717840342443324,0
1226,H30639,H,297.1,308.3,1492,41.5,141,0,0,0,0,0,0,0,0.004776774076869278,0.47767740768692785,NO ACTION,23.88387038434639,0
1227,L48406,L,297.1,308.4,1488,42.5,146,0,0,0,0,0,0,0,0.005852609076344661,0.5852609076344661,NO ACTION,29.26304538172331,0
1228,L48407,L,297.1,308.4,1422,42.1,148,0,0,0,0,0,0,0,0.0025457753399979323,0.2545775339997932,NO ACTION,12.72887669998966,0
1229,M16088,M,297.1,308.4,1583,38.2,150,0,0,0,0,0,0,0,0.00560203258931477,0.5602032589314769,NO ACTION,28.010162946573846,0
1230,L48409,L,297.1,308.4,1304,53.5,153,0,0,0,0,0,0,0,0.015948358268158328,1.594835826815833,NO ACTION,79.74179134079164,0
1231,M16090,M,297.1,308.4,1880,23.5,155,0,0,0,0,0,0,0,0.0031399931715890357,0.31399931715890356,NO ACTION,15.699965857945179,0
1232,M16091,M,297.2,308.5,1604,40.7,158,0,0,0,0,0,0,0,0.01541643807571889,1.541643807571889,NO ACTION,77.08219037859445,0
1233,L48412,L,297.2,308.6,1500,37.1,161,0,0,0,0,0,0,0,0.0016905402355269566,0.16905402355269566,NO ACTION,8.452701177634783,0
1234,M16093,M,297.2,308.5,1364,55.6,163,0,0,0,0,0,0,0,0.060718227189310775,6.071822718931077,NO ACTION,303.5911359465539,0
1235,H30648,H,297.2,308.5,2440,14.0,166,0,0,0,0,0,0,0,0.1363028516303402,13.63028516303402,NO ACTION,681.514258151701,0
1236,H30649,H,297.1,308.4,1654,31.4,171,0,0,0,0,0,0,0,0.002577480903144595,0.2577480903144595,NO ACTION,12.887404515722976,0
1237,H30650,H,297.1,308.4,1359,46.6,176,0,0,0,0,0,0,0,0.0061499591084975954,0.6149959108497596,NO ACTION,30.749795542487977,0
1238,M16097,M,297.1,308.4,1502,37.3,181,0,0,0,0,0,0,0,0.0026236235755050857,0.2623623575505086,NO ACTION,13.118117877525428,0
1239,M16098,M,297.1,308.4,1615,32.6,184,0,0,0,0,0,0,0,0.002725668345642009,0.2725668345642009,NO ACTION,13.628341728210046,0
1240,H30653,H,297.2,308.5,1482,39.3,187,0,0,0,0,0,0,0,0.0038751014817620453,0.38751014817620455,NO ACTION,19.375507408810225,0
1241,L48420,L,297.2,308.6,1636,31.3,192,0,0,0,0,0,0,0,0.0024404026584384595,0.24404026584384594,NO ACTION,12.202013292192298,0
1242,M16101,M,297.1,308.5,1621,32.4,194,0,0,0,0,0,0,0,0.0028790467808825024,0.28790467808825027,NO ACTION,14.395233904412512,0
1243,L48422,L,297.1,308.4,1468,44.4,197,0,0,0,0,0,0,0,0.015228628892456878,1.522862889245688,NO ACTION,76.1431444622844,0
1244,M16103,M,297.1,308.4,1432,53.4,199,0,0,0,0,0,0,0,0.11066086242919021,11.06608624291902,NO ACTION,553.304312145951,0
1245,L48424,L,297.1,308.4,1726,28.4,202,0,0,0,0,0,0,0,0.0038651427716543956,0.38651427716543957,NO ACTION,19.32571385827198,0
1246,M16105,M,297.1,308.4,1588,33.4,204,0,0,0,0,0,0,0,0.00324656482754408,0.324656482754408,NO ACTION,16.2328241377204,0
1247,H30660,H,297.2,308.5,1653,33.3,207,0,0,0,0,0,0,0,0.006811209141025555,0.6811209141025555,NO ACTION,34.05604570512778,0
1248,L48427,L,297.2,308.5,1513,42.9,212,0,0,0,0,0,0,0,0.020261698798272953,2.0261698798272954,NO ACTION,101.30849399136477,0
1249,L48428,L,297.2,308.6,1489,40.2,214,0,0,0,0,0,0,0,0.006984560080499993,0.6984560080499993,NO ACTION,34.922800402499966,0
1250,L48429,L,297.3,308.7,1467,36.8,216,0,0,0,0,0,0,0,0.002187364593177526,0.2187364593177526,NO ACTION,10.93682296588763,0
1251,L48430,L,297.3,308.7,1549,36.1,218,0,0,0,0,0,0,0,0.004708112355437353,0.4708112355437353,NO ACTION,23.540561777186763,0
1252,M16111,M,297.4,308.8,1359,48.7,220,0,0,0,0,0,0,0,0.01720853380506837,1.7208533805068371,NO ACTION,86.04266902534185,0
1253,L48432,L,297.5,308.8,1533,41.5,223,0,0,0,0,0,0,0,0.019544659102466902,1.9544659102466901,NO ACTION,97.72329551233452,0
1254,L48433,L,297.5,308.8,1309,57.3,0,0,0,0,0,0,0,0,0.006215626817878666,0.6215626817878666,NO ACTION,31.07813408939333,0
1255,H30668,H,297.5,308.8,1430,49.4,2,0,0,0,0,0,0,0,0.0029116009859590937,0.29116009859590936,NO ACTION,14.55800492979547,0
1256,H30669,H,297.5,308.9,1419,50.7,7,0,0,0,0,0,0,0,0.003577795470271967,0.3577795470271967,NO ACTION,17.888977351359834,0
1257,M16116,M,297.5,308.9,1535,37.7,12,0,0,0,0,0,0,0,0.0004063893718257242,0.040638937182572415,NO ACTION,2.0319468591286207,0
1258,L48437,L,297.5,308.9,1466,43.0,15,0,0,0,0,0,0,0,0.0008238320169043668,0.08238320169043668,NO ACTION,4.119160084521834,0
1259,L48438,L,297.5,308.9,1427,50.4,17,0,0,0,0,0,0,0,0.004116307316256034,0.4116307316256034,NO ACTION,20.58153658128017,0
1260,M16119,M,297.5,308.9,1280,48.5,19,0,0,0,0,0,0,0,0.0004713729529872868,0.04713729529872868,NO ACTION,2.356864764936434,0
1261,L48440,L,297.6,309.0,1528,33.8,22,0,0,0,0,0,0,0,0.00014562793448266953,0.014562793448266952,NO ACTION,0.7281396724133476,0
1262,H30675,H,297.6,309.0,1885,25.2,24,0,0,0,0,0,0,0,0.000826367191592937,0.0826367191592937,NO ACTION,4.131835957964685,0
1263,H30676,H,297.8,309.2,1648,33.0,29,0,0,0,0,0,0,0,0.0004949141434074757,0.04949141434074757,NO ACTION,2.4745707170373787,0
1264,L48443,L,297.8,309.2,1400,56.9,34,0,0,0,0,0,0,0,0.021569572650356143,2.156957265035614,NO ACTION,107.84786325178071,0
1265,M16124,M,297.8,309.3,2243,15.7,36,0,0,0,0,0,0,0,0.003787454084124536,0.3787454084124536,NO ACTION,18.937270420622678,0
1266,L48445,L,297.9,309.4,1558,35.7,39,0,0,0,0,0,0,0,0.00038455040842768566,0.038455040842768566,NO ACTION,1.9227520421384283,0
1267,L48446,L,298.0,309.6,1633,34.8,41,0,0,0,0,0,0,0,0.0006566791725728267,0.06566791725728266,NO ACTION,3.283395862864133,0
1268,M16127,M,298.1,309.6,1549,38.7,43,0,0,0,0,0,0,0,0.000818713581600452,0.0818713581600452,NO ACTION,4.09356790800226,0
1269,L48448,L,298.0,309.5,1496,45.8,46,0,0,0,0,0,0,0,0.0032851015034500827,0.3285101503450083,NO ACTION,16.425507517250413,0
1270,L48449,L,298.1,309.5,1467,41.8,48,0,0,0,0,0,0,0,0.0008799009037466408,0.08799009037466407,NO ACTION,4.399504518733203,0
1271,M16130,M,298.0,309.4,1276,65.9,50,0,0,0,0,0,0,0,0.07141367072770984,7.141367072770984,NO ACTION,357.0683536385492,0
1272,H30685,H,298.0,309.4,1490,40.5,53,0,0,0,0,0,0,0,0.0008625155325427424,0.08625155325427425,NO ACTION,4.3125776627137125,0
1273,H30686,H,298.0,309.4,1562,38.1,58,0,0,0,0,0,0,0,0.0010834377001462845,0.10834377001462846,NO ACTION,5.417188500731423,0
1274,L48453,L,298.1,309.4,1397,48.2,63,0,0,0,0,0,0,0,0.003052815426502605,0.3052815426502605,NO ACTION,15.264077132513025,0
1275,H30688,H,298.1,309.5,1530,40.2,65,0,0,0,0,0,0,0,0.0014547879854973586,0.14547879854973586,NO ACTION,7.273939927486793,0
1276,M16135,M,298.1,309.4,1362,47.6,70,0,0,0,0,0,0,0,0.0019076961341961119,0.19076961341961118,NO ACTION,9.53848067098056,0
1277,M16136,M,298.2,309.4,1693,34.4,73,0,0,0,0,0,0,0,0.002505794268982393,0.2505794268982393,NO ACTION,12.528971344911966,0
1278,M16137,M,298.2,309.4,1408,46.5,76,0,0,0,0,0,0,0,0.002797266269979336,0.2797266269979336,NO ACTION,13.986331349896679,0
1279,L48458,L,298.2,309.4,1398,52.9,79,0,0,0,0,0,0,0,0.014849311105598744,1.4849311105598744,NO ACTION,74.24655552799372,0
1280,M16139,M,298.3,309.6,1531,40.1,81,0,0,0,0,0,0,0,0.0019016150553768784,0.19016150553768785,NO ACTION,9.508075276884393,0
1281,H30694,H,298.3,309.5,1521,37.1,84,0,0,0,0,0,0,0,0.0008493513543431935,0.08493513543431935,NO ACTION,4.246756771715967,0
1282,H30695,H,298.3,309.5,1427,54.3,89,0,0,0,0,0,0,0,0.03367178440074599,3.367178440074599,NO ACTION,168.35892200372993,0
1283,L48462,L,298.3,309.4,1546,36.1,94,0,0,0,0,0,0,0,0.001071949744725987,0.10719497447259871,NO ACTION,5.359748723629935,0
1284,L48463,L,298.3,309.4,1356,45.4,96,0,0,0,0,0,0,0,0.001617472400670209,0.1617472400670209,NO ACTION,8.087362003351044,0
1285,L48464,L,298.4,309.5,2153,15.3,98,1,0,0,1,0,0,1,0.003758607063842136,0.3758607063842136,NO ACTION,18.79303531921068,0
1286,M16145,M,298.5,309.6,1492,41.7,100,0,0,0,0,0,0,0,0.002859061775425027,0.2859061775425027,NO ACTION,14.295308877125136,0
1287,L48466,L,298.5,309.6,1582,40.3,103,0,0,0,0,0,0,0,0.005635900023465996,0.5635900023465996,NO ACTION,28.17950011732998,0
1288,L48467,L,298.5,309.6,1419,41.5,105,0,0,0,0,0,0,0,0.0012597998214483816,0.12597998214483816,NO ACTION,6.298999107241908,0
1289,M16148,M,298.5,309.6,1441,48.2,107,0,0,0,0,0,0,0,0.01035221267533908,1.0352212675339079,NO ACTION,51.7610633766954,0
1290,M16149,M,298.6,309.7,1635,32.2,110,0,0,0,0,0,0,0,0.001220419685218611,0.1220419685218611,NO ACTION,6.102098426093055,0
1291,L48470,L,298.6,309.7,1429,45.8,113,0,0,0,0,0,0,0,0.005042149777501882,0.5042149777501882,NO ACTION,25.21074888750941,0
1292,M16151,M,298.6,309.7,1675,28.4,115,0,0,0,0,0,0,0,0.0007254569832574606,0.07254569832574606,NO ACTION,3.627284916287303,0
1293,M16152,M,298.7,309.7,1868,23.8,118,0,0,0,0,0,0,0,0.0020902755710190198,0.209027557101902,NO ACTION,10.4513778550951,0
1294,H30707,H,298.7,309.8,1582,33.4,121,0,0,0,0,0,0,0,0.0010627540919883056,0.10627540919883056,NO ACTION,5.313770459941528,0
1295,L48474,L,298.8,309.9,1486,40.3,126,0,0,0,0,0,0,0,0.0024979778130546177,0.24979778130546176,NO ACTION,12.489889065273088,0
1296,L48475,L,298.7,309.8,1402,54.3,128,0,0,0,0,0,0,0,0.044303565603620775,4.430356560362077,NO ACTION,221.51782801810387,0
1297,L48476,L,298.7,309.9,1621,34.1,130,0,0,0,0,0,0,0,0.002064111205040386,0.20641112050403862,NO ACTION,10.320556025201931,0
1298,L48477,L,298.8,309.9,1428,42.4,132,0,0,0,0,0,0,0,0.002483254817313512,0.2483254817313512,NO ACTION,12.41627408656756,0
1299,M16158,M,298.7,309.8,1343,53.6,134,0,0,0,0,0,0,0,0.020695766737789913,2.0695766737789913,NO ACTION,103.47883368894956,0
1300,M16159,M,298.7,309.9,1458,40.2,137,0,0,0,0,0,0,0,0.0018824733151282186,0.18824733151282186,NO ACTION,9.412366575641093,0
1301,L48480,L,298.7,309.8,1322,57.0,140,0,0,0,0,0,0,0,0.04375662568410917,4.375662568410918,NO ACTION,218.78312842054586,0
1302,L48481,L,298.7,309.9,1483,32.8,142,0,0,0,0,0,0,0,0.0003516124592943503,0.03516124592943503,NO ACTION,1.7580622964717514,0
